"ensembl_gene_id"	"description"	"uniprot_gn_symbol"
"779"	"ENSMUSG00000022175"	"low-density lipoprotein receptor-related protein 10 [Source:MGI Symbol;Acc:MGI:1929480]"	"Lrp10"
"780"	"ENSMUSG00000022178"	"ajuba LIM protein [Source:MGI Symbol;Acc:MGI:1341886]"	"Ajuba"
"781"	"ENSMUSG00000022181"	"complement component 6 [Source:MGI Symbol;Acc:MGI:88233]"	"C6"
"782"	"ENSMUSG00000022184"	"F-box protein 4 [Source:MGI Symbol;Acc:MGI:2146220]"	"Fbxo4"
"783"	"ENSMUSG00000022186"	"3-oxoacid CoA transferase 1 [Source:MGI Symbol;Acc:MGI:1914291]"	"Oxct1"
"784"	"ENSMUSG00000022191"	"drosha, ribonuclease type III [Source:MGI Symbol;Acc:MGI:1261425]"	"Drosha"
"785"	"ENSMUSG00000022194"	"poly(A) binding protein, nuclear 1 [Source:MGI Symbol;Acc:MGI:1859158]"	"Pabpn1"
"786"	"ENSMUSG00000022199"	"solute carrier family 22 (organic cation transporter), member 17 [Source:MGI Symbol;Acc:MGI:1926225]"	"Slc22a17"
"787"	"ENSMUSG00000022200"	"golgi phosphoprotein 3 [Source:MGI Symbol;Acc:MGI:1913879]"	"Golph3"
"788"	"ENSMUSG00000022206"	"natriuretic peptide receptor 3 [Source:MGI Symbol;Acc:MGI:97373]"	"Npr3"
"789"	"ENSMUSG00000022214"	"DDB1 and CUL4 associated factor 11 [Source:MGI Symbol;Acc:MGI:90168]"	"Dcaf11"
"790"	"ENSMUSG00000022218"	"transglutaminase 1, K polypeptide [Source:MGI Symbol;Acc:MGI:98730]"	"Tgm1"
"791"	"ENSMUSG00000022221"	"receptor-interacting serine-threonine kinase 3 [Source:MGI Symbol;Acc:MGI:2154952]"	"Ripk3"
"792"	"ENSMUSG00000022223"	"short chain dehydrogenase/reductase family 39U, member 1 [Source:MGI Symbol;Acc:MGI:1916876]"	"Sdr39u1"
"793"	"ENSMUSG00000022237"	"ankyrin repeat domain 33B [Source:MGI Symbol;Acc:MGI:1917904]"	"Ankrd33b"
"794"	"ENSMUSG00000022244"	"alpha-methylacyl-CoA racemase [Source:MGI Symbol;Acc:MGI:1098273]"	"Amacr"
"795"	"ENSMUSG00000022253"	"NAD kinase 2, mitochondrial [Source:MGI Symbol;Acc:MGI:1915896]"	"Nadk2"
"796"	"ENSMUSG00000022270"	"reticulophagy regulator 1 [Source:MGI Symbol;Acc:MGI:1913520]"	"Retreg1"
"797"	"ENSMUSG00000022272"	"myosin X [Source:MGI Symbol;Acc:MGI:107716]"	"Myo10"
"798"	"ENSMUSG00000022285"	"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide [Source:MGI Symbol;Acc:MGI:109484]"	"Ywhaz"
"799"	"ENSMUSG00000022305"	"low density lipoprotein-related protein 12 [Source:MGI Symbol;Acc:MGI:2443132]"	"Lrp12"
"800"	"ENSMUSG00000022314"	"RAD21 cohesin complex component [Source:MGI Symbol;Acc:MGI:108016]"	"Rad21"
"801"	"ENSMUSG00000022322"	"Shc SH2-domain binding protein 1 [Source:MGI Symbol;Acc:MGI:1338802]"	"Shcbp1"
"802"	"ENSMUSG00000022323"	"reactive intermediate imine deaminase A homolog [Source:MGI Symbol;Acc:MGI:1095401]"	"Rida"
"803"	"ENSMUSG00000022325"	"processing of precursor 1, ribonuclease P/MRP family, (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1914974]"	"Pop1"
"804"	"ENSMUSG00000022338"	"ENY2 transcription and export complex 2 subunit [Source:MGI Symbol;Acc:MGI:1919286]"	"Eny2"
"805"	"ENSMUSG00000022346"	"myelocytomatosis oncogene [Source:MGI Symbol;Acc:MGI:97250]"	"Myc"
"806"	"ENSMUSG00000022350"	"WASH complex subunit 5 [Source:MGI Symbol;Acc:MGI:2146110]"	"Washc5"
"807"	"ENSMUSG00000022353"	"MTSS I-BAR domain containing 1 [Source:MGI Symbol;Acc:MGI:2384818]"	"Mtss1"
"808"	"ENSMUSG00000022358"	"F-box protein 32 [Source:MGI Symbol;Acc:MGI:1914981]"	"Fbxo32"
"809"	"ENSMUSG00000022360"	"ATPase family, AAA domain containing 2 [Source:MGI Symbol;Acc:MGI:1917722]"	"Atad2"
"810"	"ENSMUSG00000022364"	"TBC1 domain family, member 31 [Source:MGI Symbol;Acc:MGI:2684931]"	"Tbc1d31"
"811"	"ENSMUSG00000022369"	"Mdm2, transformed 3T3 cell double minute p53 binding protein [Source:MGI Symbol;Acc:MGI:2146005]"	"Mtbp"
"812"	"ENSMUSG00000022371"	"collagen, type XIV, alpha 1 [Source:MGI Symbol;Acc:MGI:1341272]"	"Col14a1"
"813"	"ENSMUSG00000022385"	"G two S phase expressed protein 1 [Source:MGI Symbol;Acc:MGI:1352755]"	"Gtse1"
"814"	"ENSMUSG00000022387"	"bromodomain containing 1 [Source:MGI Symbol;Acc:MGI:1924161]"	"Brd1"
"815"	"ENSMUSG00000022390"	"zinc finger CCCH type containing 7B [Source:MGI Symbol;Acc:MGI:1328310]"	"Zc3h7b"
"816"	"ENSMUSG00000022391"	"RAN GTPase activating protein 1 [Source:MGI Symbol;Acc:MGI:103071]"	"Rangap1"
"817"	"ENSMUSG00000022408"	"family with sequence similarity 83, member F [Source:MGI Symbol;Acc:MGI:2146227]"	"Fam83f"
"818"	"ENSMUSG00000022419"	"DEP domain containing MTOR-interacting protein [Source:MGI Symbol;Acc:MGI:2146322]"	"Deptor"
"819"	"ENSMUSG00000022433"	"casein kinase 1, epsilon [Source:MGI Symbol;Acc:MGI:1351660]"	"Csnk1e"
"820"	"ENSMUSG00000022437"	"SAMM50 sorting and assembly machinery component [Source:MGI Symbol;Acc:MGI:1915903]"	"Samm50"
"821"	"ENSMUSG00000022453"	"N-acetyl galactosaminidase, alpha [Source:MGI Symbol;Acc:MGI:1261422]"	"Naga"
"822"	"ENSMUSG00000022466"	"RNA polymerase II associated protein 3 [Source:MGI Symbol;Acc:MGI:1277218]"	"Rpap3"
"823"	"ENSMUSG00000022469"	"Rap guanine nucleotide exchange factor (GEF) 3 [Source:MGI Symbol;Acc:MGI:2441741]"	"Rapgef3"
"824"	"ENSMUSG00000022471"	"X-ray repair complementing defective repair in Chinese hamster cells 6 [Source:MGI Symbol;Acc:MGI:95606]"	"Xrcc6"
"825"	"ENSMUSG00000022472"	"desumoylating isopeptidase 1 [Source:MGI Symbol;Acc:MGI:106313]"	"Desi1"
"826"	"ENSMUSG00000022474"	"phosphomannomutase 1 [Source:MGI Symbol;Acc:MGI:1353418]"	"Pmm1"
"827"	"ENSMUSG00000022475"	"histone deacetylase 7 [Source:MGI Symbol;Acc:MGI:1891835]"	"Hdac7"
"828"	"ENSMUSG00000022479"	"vitamin D (1,25-dihydroxyvitamin D3) receptor [Source:MGI Symbol;Acc:MGI:103076]"	"Vdr"
"829"	"ENSMUSG00000022483"	"collagen, type II, alpha 1 [Source:MGI Symbol;Acc:MGI:88452]"	"Col2a1"
"830"	"ENSMUSG00000022498"	"thioredoxin domain containing 11 [Source:MGI Symbol;Acc:MGI:1923620]"	"Txndc11"
"831"	"ENSMUSG00000022500"	"LPS-induced TN factor [Source:MGI Symbol;Acc:MGI:1929512]"	"Litaf"
"832"	"ENSMUSG00000022505"	"epithelial membrane protein 2 [Source:MGI Symbol;Acc:MGI:1098726]"	"Emp2"
"833"	"ENSMUSG00000022507"	"RIKEN cDNA 1810013L24 gene [Source:MGI Symbol;Acc:MGI:1916303]"	"Tapr1"
"834"	"ENSMUSG00000022516"	"nudix (nucleoside diphosphate linked moiety X)-type motif 16-like 1 [Source:MGI Symbol;Acc:MGI:1914161]"	"Nudt16l1"
"835"	"ENSMUSG00000022528"	"hes family bHLH transcription factor 1 [Source:MGI Symbol;Acc:MGI:104853]"	"Hes1"
"836"	"ENSMUSG00000022529"	"zinc finger protein 263 [Source:MGI Symbol;Acc:MGI:1921370]"	"Znf263"
"837"	"ENSMUSG00000022529"	"zinc finger protein 263 [Source:MGI Symbol;Acc:MGI:1921370]"	"Zfp263"
"838"	"ENSMUSG00000022540"	"rogdi homolog [Source:MGI Symbol;Acc:MGI:1913299]"	"Rogdi"
"839"	"ENSMUSG00000022552"	"SHANK-associated RH domain interacting protein [Source:MGI Symbol;Acc:MGI:1913331]"	"Sharpin"
"840"	"ENSMUSG00000022553"	"MAF1 homolog, negative regulator of RNA polymerase III [Source:MGI Symbol;Acc:MGI:1916127]"	"Maf1"
"841"	"ENSMUSG00000022556"	"heat shock factor 1 [Source:MGI Symbol;Acc:MGI:96238]"	"Hsf1"
"842"	"ENSMUSG00000022559"	"F-box and leucine-rich repeat protein 6 [Source:MGI Symbol;Acc:MGI:1354705]"	"Fbxl6"
"843"	"ENSMUSG00000022562"	"5-oxoprolinase (ATP-hydrolysing) [Source:MGI Symbol;Acc:MGI:1922725]"	"Oplah"
"844"	"ENSMUSG00000022564"	"glutamate receptor, ionotropic, N-methyl D-aspartate-associated protein 1 (glutamate binding) [Source:MGI Symbol;Acc:MGI:1913418]"	"Grina"
"845"	"ENSMUSG00000022565"	"plectin [Source:MGI Symbol;Acc:MGI:1277961]"	"Plec"
"846"	"ENSMUSG00000022568"	"scribbled planar cell polarity [Source:MGI Symbol;Acc:MGI:2145950]"	"Scrib"
"847"	"ENSMUSG00000022571"	"pyrroline-5-carboxylate reductase-like [Source:MGI Symbol;Acc:MGI:1913444]"	"Pycr3"
"848"	"ENSMUSG00000022575"	"gasdermin D [Source:MGI Symbol;Acc:MGI:1916396]"	"Gsdmd"
"849"	"ENSMUSG00000022579"	"GPI-anchored HDL-binding protein 1 [Source:MGI Symbol;Acc:MGI:1915703]"	"Gpihbp1"
"850"	"ENSMUSG00000022587"	"lymphocyte antigen 6 complex, locus E [Source:MGI Symbol;Acc:MGI:106651]"	"Ly6e"
"851"	"ENSMUSG00000022598"	"prostate stem cell antigen [Source:MGI Symbol;Acc:MGI:1919623]"	"Psca"
"852"	"ENSMUSG00000022617"	"choline kinase beta [Source:MGI Symbol;Acc:MGI:1328313]"	"Chkb"
"853"	"ENSMUSG00000022636"	"activated leukocyte cell adhesion molecule [Source:MGI Symbol;Acc:MGI:1313266]"	"Alcam"
"854"	"ENSMUSG00000022637"	"Casitas B-lineage lymphoma b [Source:MGI Symbol;Acc:MGI:2146430]"	"Cblb"
"855"	"ENSMUSG00000022639"	"Dppa2 upstream binding RNA [Source:MGI Symbol;Acc:MGI:1915440]"	""
"856"	"ENSMUSG00000022656"	"nectin cell adhesion molecule 3 [Source:MGI Symbol;Acc:MGI:1930171]"	"Nectin3"
"857"	"ENSMUSG00000022673"	"minichromosome maintenance complex component 4 [Source:MGI Symbol;Acc:MGI:103199]"	"Mcm4"
"858"	"ENSMUSG00000022676"	"snail family zinc finger 2 [Source:MGI Symbol;Acc:MGI:1096393]"	"Snai2"
"859"	"ENSMUSG00000022678"	"nudE neurodevelopment protein 1 [Source:MGI Symbol;Acc:MGI:1914453]"	"Nde1"
"860"	"ENSMUSG00000022680"	"pyridoxal-dependent decarboxylase domain containing 1 [Source:MGI Symbol;Acc:MGI:1920909]"	"Pdxdc1"
"861"	"ENSMUSG00000022698"	"N(alpha)-acetyltransferase 50, NatE catalytic subunit [Source:MGI Symbol;Acc:MGI:1919367]"	"Naa50"
"862"	"ENSMUSG00000022751"	"nitrilase family, member 2 [Source:MGI Symbol;Acc:MGI:1261838]"	"Nit2"
"863"	"ENSMUSG00000022752"	"translocase of outer mitochondrial membrane 70A [Source:MGI Symbol;Acc:MGI:106295]"	"Tomm70"
"864"	"ENSMUSG00000022763"	"apoptosis-inducing factor, mitochondrion-associated 3 [Source:MGI Symbol;Acc:MGI:1919418]"	"Aifm3"
"865"	"ENSMUSG00000022765"	"synaptosomal-associated protein 29 [Source:MGI Symbol;Acc:MGI:1914724]"	"Snap29"
"866"	"ENSMUSG00000022769"	"stromal cell-derived factor 2-like 1 [Source:MGI Symbol;Acc:MGI:2149842]"	"Sdf2l1"
"867"	"ENSMUSG00000022771"	"peptidylprolyl isomerase (cyclophilin)-like 2 [Source:MGI Symbol;Acc:MGI:2447857]"	"Ppil2"
"868"	"ENSMUSG00000022772"	"SUMO/sentrin specific peptidase 5 [Source:MGI Symbol;Acc:MGI:2443596]"	"Senp5"
"869"	"ENSMUSG00000022773"	"yippee like 1 [Source:MGI Symbol;Acc:MGI:1913303]"	"Ypel1"
"870"	"ENSMUSG00000022774"	"nuclear cap binding protein subunit 2 [Source:MGI Symbol;Acc:MGI:1915342]"	"Ncbp2"
"871"	"ENSMUSG00000022791"	"tyrosine kinase, non-receptor, 2 [Source:MGI Symbol;Acc:MGI:1858308]"	"Tnk2"
"872"	"ENSMUSG00000022797"	"transferrin receptor [Source:MGI Symbol;Acc:MGI:98822]"	"Tfrc"
"873"	"ENSMUSG00000022803"	"popeye domain containing 2 [Source:MGI Symbol;Acc:MGI:1930150]"	"Popdc2"
"874"	"ENSMUSG00000022811"	"zinc finger protein 148 [Source:MGI Symbol;Acc:MGI:1332234]"	"Zfp148"
"875"	"ENSMUSG00000022811"	"zinc finger protein 148 [Source:MGI Symbol;Acc:MGI:1332234]"	"Znf148"
"876"	"ENSMUSG00000022827"	"RAB, member RAS oncogene family-like 3 [Source:MGI Symbol;Acc:MGI:1914907]"	"Rabl3"
"877"	"ENSMUSG00000022828"	"general transcription factor II E, polypeptide 1 (alpha subunit) [Source:MGI Symbol;Acc:MGI:1921447]"	"Gtf2e1"
"878"	"ENSMUSG00000022836"	"myosin, light polypeptide kinase [Source:MGI Symbol;Acc:MGI:894806]"	"Mylk"
"879"	"ENSMUSG00000022837"	"IQ calmodulin-binding motif containing 1 [Source:MGI Symbol;Acc:MGI:2443764]"	"Iqcb1"
"880"	"ENSMUSG00000022844"	"protein disulfide isomerase associated 5 [Source:MGI Symbol;Acc:MGI:1919849]"	"Pdia5"
"881"	"ENSMUSG00000022847"	"thrombopoietin [Source:MGI Symbol;Acc:MGI:101875]"	"Thpo"
"882"	"ENSMUSG00000022848"	"solute carrier family 49 member 4 [Source:MGI Symbol;Acc:MGI:2387188]"	"Slc49a4"
"883"	"ENSMUSG00000022855"	"SUMO/sentrin specific peptidase 2 [Source:MGI Symbol;Acc:MGI:1923076]"	"Senp2"
"884"	"ENSMUSG00000022868"	"alpha-2-HS-glycoprotein [Source:MGI Symbol;Acc:MGI:107189]"	"Ahsg"
"885"	"ENSMUSG00000022871"	"fetuin beta [Source:MGI Symbol;Acc:MGI:1890221]"	"Fetub"
"886"	"ENSMUSG00000022875"	"kininogen 1 [Source:MGI Symbol;Acc:MGI:1097705]"	"Kng1"
"887"	"ENSMUSG00000022881"	"replication factor C (activator 1) 4 [Source:MGI Symbol;Acc:MGI:2146571]"	"Rfc4"
"888"	"ENSMUSG00000022885"	"beta galactoside alpha 2,6 sialyltransferase 1 [Source:MGI Symbol;Acc:MGI:108470]"	"St6gal1"
"889"	"ENSMUSG00000022899"	"solute carrier family 15 (H+/peptide transporter), member 2 [Source:MGI Symbol;Acc:MGI:1890457]"	"Slc15a2"
"890"	"ENSMUSG00000022913"	"proteasome (prosome, macropain) assembly chaperone 1 [Source:MGI Symbol;Acc:MGI:1860263]"	"Psmg1"
"891"	"ENSMUSG00000022940"	"phosphatidylinositol glycan anchor biosynthesis, class P [Source:MGI Symbol;Acc:MGI:1860433]"	"Pigp"
"892"	"ENSMUSG00000022945"	"chromatin assembly factor 1, subunit B (p60) [Source:MGI Symbol;Acc:MGI:1314881]"	"Chaf1b"
"893"	"ENSMUSG00000022952"	"runt related transcription factor 1 [Source:MGI Symbol;Acc:MGI:99852]"	"Runx1"
"894"	"ENSMUSG00000022962"	"phosphoribosylglycinamide formyltransferase [Source:MGI Symbol;Acc:MGI:95654]"	"Gart"
"895"	"ENSMUSG00000022964"	"transmembrane protein 50B [Source:MGI Symbol;Acc:MGI:1925225]"	"Tmem50b"
"896"	"ENSMUSG00000022967"	"interferon (alpha and beta) receptor 1 [Source:MGI Symbol;Acc:MGI:107658]"	"Ifnar1"
"897"	"ENSMUSG00000022969"	"interleukin 10 receptor, beta [Source:MGI Symbol;Acc:MGI:109380]"	"Il10rb"
"898"	"ENSMUSG00000022978"	"MIS18 kinetochore protein A [Source:MGI Symbol;Acc:MGI:1913828]"	"Mis18a"
"899"	"ENSMUSG00000022999"	"limb region 1 like [Source:MGI Symbol;Acc:MGI:1289247]"	"Lmbr1l"
"900"	"ENSMUSG00000023004"	"tubulin, alpha 1B [Source:MGI Symbol;Acc:MGI:107804]"	"Tuba1b"
"901"	"ENSMUSG00000023010"	"transmembrane BAX inhibitor motif containing 6 [Source:MGI Symbol;Acc:MGI:99682]"	"Tmbim6"
"902"	"ENSMUSG00000023015"	"Rac GTPase-activating protein 1 [Source:MGI Symbol;Acc:MGI:1349423]"	"Racgap1"
"903"	"ENSMUSG00000023018"	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1 [Source:MGI Symbol;Acc:MGI:1933623]"	"Smarcd1"
"904"	"ENSMUSG00000023022"	"LIM domain and actin binding 1 [Source:MGI Symbol;Acc:MGI:1920992]"	"Lima1"
"905"	"ENSMUSG00000023025"	"La ribonucleoprotein 4 [Source:MGI Symbol;Acc:MGI:2443114]"	"Larp4"
"906"	"ENSMUSG00000023026"	"disco interacting protein 2 homolog B [Source:MGI Symbol;Acc:MGI:2145977]"	"Dip2b"
"907"	"ENSMUSG00000023032"	"solute carrier family 4 (anion exchanger), member 8 [Source:MGI Symbol;Acc:MGI:1928745]"	"Slc4a8"
"908"	"ENSMUSG00000023034"	"nuclear receptor subfamily 4, group A, member 1 [Source:MGI Symbol;Acc:MGI:1352454]"	"Nr4a1"
"909"	"ENSMUSG00000023039"	"keratin 7 [Source:MGI Symbol;Acc:MGI:96704]"	"Krt7"
"910"	"ENSMUSG00000023043"	"keratin 18 [Source:MGI Symbol;Acc:MGI:96692]"	"Krt18"
"911"	"ENSMUSG00000023044"	"cysteine sulfinic acid decarboxylase [Source:MGI Symbol;Acc:MGI:2180098]"	"Csad"
"912"	"ENSMUSG00000023046"	"insulin-like growth factor binding protein 6 [Source:MGI Symbol;Acc:MGI:96441]"	"Igfbp6"
"913"	"ENSMUSG00000023048"	"proline rich 13 [Source:MGI Symbol;Acc:MGI:1913401]"	"Prr13"
"914"	"ENSMUSG00000023055"	"calcium binding and coiled coil domain 1 [Source:MGI Symbol;Acc:MGI:1914738]"	"Calcoco1"
"915"	"ENSMUSG00000023066"	"rotatin [Source:MGI Symbol;Acc:MGI:2179288]"	"Rttn"
"916"	"ENSMUSG00000023067"	"cyclin-dependent kinase inhibitor 1A (P21) [Source:MGI Symbol;Acc:MGI:104556]"	"Cdkn1a"
"917"	"ENSMUSG00000023072"	"centrosomal protein 89 [Source:MGI Symbol;Acc:MGI:1919390]"	"Cep89"
"918"	"ENSMUSG00000023074"	"motile sperm domain containing 1 [Source:MGI Symbol;Acc:MGI:1917630]"	"Mospd1"
"919"	"ENSMUSG00000023079"	"general transcription factor II I repeat domain-containing 1 [Source:MGI Symbol;Acc:MGI:1861942]"	"Gtf2ird1"
"920"	"ENSMUSG00000023087"	"nocturnin [Source:MGI Symbol;Acc:MGI:109382]"	"Noct"
"921"	"ENSMUSG00000023104"	"replication factor C (activator 1) 2 [Source:MGI Symbol;Acc:MGI:1341868]"	"Rfc2"
"922"	"ENSMUSG00000023169"	"solute carrier family 38, member 1 [Source:MGI Symbol;Acc:MGI:2145895]"	"Slc38a1"
"923"	"ENSMUSG00000023186"	"von Willebrand factor A domain containing 5A [Source:MGI Symbol;Acc:MGI:1915026]"	"Vwa5a"
"924"	"ENSMUSG00000023191"	"prolyl 3-hydroxylase 3 [Source:MGI Symbol;Acc:MGI:1315208]"	"P3h3"
"925"	"ENSMUSG00000023224"	"serine (or cysteine) peptidase inhibitor, clade G, member 1 [Source:MGI Symbol;Acc:MGI:894696]"	"Serping1"
"926"	"ENSMUSG00000023249"	"poly (ADP-ribose) polymerase family, member 3 [Source:MGI Symbol;Acc:MGI:1891258]"	"Parp3"
"927"	"ENSMUSG00000023259"	"solute carrier family 26, member 6 [Source:MGI Symbol;Acc:MGI:2159728]"	"Slc26a6"
"928"	"ENSMUSG00000023348"	"thyroid hormone receptor interactor 6 [Source:MGI Symbol;Acc:MGI:1343458]"	"Trip6"
"929"	"ENSMUSG00000023367"	"transmembrane protein 176A [Source:MGI Symbol;Acc:MGI:1913308]"	"Tmem176a"
"930"	"ENSMUSG00000023456"	"triosephosphate isomerase 1 [Source:MGI Symbol;Acc:MGI:98797]"	"Tpi1"
"931"	"ENSMUSG00000023505"	"cell division cycle associated 3 [Source:MGI Symbol;Acc:MGI:1315198]"	"Cdca3"
"932"	"ENSMUSG00000023571"	"C1q and tumor necrosis factor related 12 [Source:MGI Symbol;Acc:MGI:1914639]"	"C1qtnf12"
"933"	"ENSMUSG00000023572"	"cyclin D-type binding-protein 1 [Source:MGI Symbol;Acc:MGI:109595]"	"Ccndbp1"
"934"	"ENSMUSG00000023764"	"Sfi1 homolog, spindle assembly associated (yeast) [Source:MGI Symbol;Acc:MGI:1926137]"	"Sfi1"
"935"	"ENSMUSG00000023827"	"1-acylglycerol-3-phosphate O-acyltransferase 4 (lysophosphatidic acid acyltransferase, delta) [Source:MGI Symbol;Acc:MGI:1915512]"	"Agpat4"
"936"	"ENSMUSG00000023830"	"insulin-like growth factor 2 receptor [Source:MGI Symbol;Acc:MGI:96435]"	"Igf2r"
"937"	"ENSMUSG00000023832"	"acetyl-Coenzyme A acetyltransferase 2 [Source:MGI Symbol;Acc:MGI:87871]"	"Acat2"
"938"	"ENSMUSG00000023905"	"tumor necrosis factor receptor superfamily, member 12a [Source:MGI Symbol;Acc:MGI:1351484]"	"Tnfrsf12a"
"939"	"ENSMUSG00000023906"	"claudin 6 [Source:MGI Symbol;Acc:MGI:1859284]"	"Cldn6"
"940"	"ENSMUSG00000023909"	"progestin and adipoQ receptor family member IV [Source:MGI Symbol;Acc:MGI:1923748]"	"Paqr4"
"941"	"ENSMUSG00000023915"	"tumor necrosis factor receptor superfamily, member 21 [Source:MGI Symbol;Acc:MGI:2151075]"	"Tnfrsf21"
"942"	"ENSMUSG00000023940"	"shugoshin 1 [Source:MGI Symbol;Acc:MGI:1919665]"	"Sgo1"
"943"	"ENSMUSG00000023942"	"solute carrier family 29 (nucleoside transporters), member 1 [Source:MGI Symbol;Acc:MGI:1927073]"	"Slc29a1"
"944"	"ENSMUSG00000023952"	"GTP binding protein 2 [Source:MGI Symbol;Acc:MGI:1860138]"	"Gtpbp2"
"945"	"ENSMUSG00000023953"	"polymerase (DNA directed), eta (RAD 30 related) [Source:MGI Symbol;Acc:MGI:1891457]"	"Polh"
"946"	"ENSMUSG00000023959"	"chloride intracellular channel 5 [Source:MGI Symbol;Acc:MGI:1917912]"	"Clic5"
"947"	"ENSMUSG00000023977"	"ubiquitin protein ligase E3 component n-recognin 2 [Source:MGI Symbol;Acc:MGI:1861099]"	"Ubr2"
"948"	"ENSMUSG00000024006"	"serine/threonine kinase 38 [Source:MGI Symbol;Acc:MGI:2442572]"	"Stk38"
"949"	"ENSMUSG00000024007"	"peptidylprolyl isomerase (cyclophilin)-like 1 [Source:MGI Symbol;Acc:MGI:1916066]"	"Ppil1"
"950"	"ENSMUSG00000024030"	"ATP binding cassette subfamily G member 1 [Source:MGI Symbol;Acc:MGI:107704]"	"Abcg1"
"951"	"ENSMUSG00000024036"	"solute carrier family 37 (glycerol-3-phosphate transporter), member 1 [Source:MGI Symbol;Acc:MGI:2446181]"	"Slc37a1"
"952"	"ENSMUSG00000024048"	"myosin, light chain 12A, regulatory, non-sarcomeric [Source:MGI Symbol;Acc:MGI:1914518]"	"Myl12a"
"953"	"ENSMUSG00000024052"	"lipin 2 [Source:MGI Symbol;Acc:MGI:1891341]"	"Lpin2"
"954"	"ENSMUSG00000024054"	"SMC hinge domain containing 1 [Source:MGI Symbol;Acc:MGI:1921605]"	"Smchd1"
"955"	"ENSMUSG00000024055"	"cytochrome P450, family 4, subfamily f, polypeptide 13 [Source:MGI Symbol;Acc:MGI:2158641]"	"Cyp4f13"
"956"	"ENSMUSG00000024056"	"NDC80 kinetochore complex component [Source:MGI Symbol;Acc:MGI:1914302]"	"Ndc80"
"957"	"ENSMUSG00000024065"	"EH-domain containing 3 [Source:MGI Symbol;Acc:MGI:1928900]"	"Ehd3"
"958"	"ENSMUSG00000024066"	"xanthine dehydrogenase [Source:MGI Symbol;Acc:MGI:98973]"	"Xdh"
"959"	"ENSMUSG00000024070"	"protein kinase D3 [Source:MGI Symbol;Acc:MGI:1922542]"	"Prkd3"
"960"	"ENSMUSG00000024074"	"cysteine rich transmembrane BMP regulator 1 (chordin like) [Source:MGI Symbol;Acc:MGI:1354756]"	"Crim1"
"961"	"ENSMUSG00000024079"	"eukaryotic translation initiation factor 2-alpha kinase 2 [Source:MGI Symbol;Acc:MGI:1353449]"	"Eif2ak2"
"962"	"ENSMUSG00000024082"	"NADH:ubiquinone oxidoreductase complex assembly factor 7 [Source:MGI Symbol;Acc:MGI:1920944]"	"Ndufaf7"
"963"	"ENSMUSG00000024087"	"cytochrome P450, family 1, subfamily b, polypeptide 1 [Source:MGI Symbol;Acc:MGI:88590]"	"Cyp1b1"
"964"	"ENSMUSG00000024096"	"ralA binding protein 1 [Source:MGI Symbol;Acc:MGI:108466]"	"Ralbp1"
"965"	"ENSMUSG00000024098"	"twisted gastrulation BMP signaling modulator 1 [Source:MGI Symbol;Acc:MGI:2137520]"	"Twsg1"
"966"	"ENSMUSG00000024112"	"calcium channel, voltage-dependent, T type, alpha 1H subunit [Source:MGI Symbol;Acc:MGI:1928842]"	"Cacna1h"
"967"	"ENSMUSG00000024118"	"tubulin epsilon and delta complex 2 [Source:MGI Symbol;Acc:MGI:1919266]"	"Tedc2"
"968"	"ENSMUSG00000024120"	"leucine-rich PPR-motif containing [Source:MGI Symbol;Acc:MGI:1919666]"	"Lrpprc"
"969"	"ENSMUSG00000024132"	"enoyl-Coenzyme A delta isomerase 1 [Source:MGI Symbol;Acc:MGI:94871]"	"Eci1"
"970"	"ENSMUSG00000024142"	"MTOR associated protein, LST8 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1929514]"	"Mlst8"
"971"	"ENSMUSG00000024146"	"cysteine-rich PDZ-binding protein [Source:MGI Symbol;Acc:MGI:1929655]"	"Cript"
"972"	"ENSMUSG00000024151"	"mutS homolog 2 [Source:MGI Symbol;Acc:MGI:101816]"	"Msh2"
"973"	"ENSMUSG00000024158"	"hydroxyacyl glutathione hydrolase [Source:MGI Symbol;Acc:MGI:95745]"	"Hagh"
"974"	"ENSMUSG00000024164"	"complement component 3 [Source:MGI Symbol;Acc:MGI:88227]"	"C3"
"975"	"ENSMUSG00000024165"	"Jupiter microtubule associated homolog 2 [Source:MGI Symbol;Acc:MGI:1196260]"	"Jpt2"
"976"	"ENSMUSG00000024168"	"transmembrane protein 204 [Source:MGI Symbol;Acc:MGI:3039635]"	"Tmem204"
"977"	"ENSMUSG00000024177"	"NME/NM23 nucleoside diphosphate kinase 4 [Source:MGI Symbol;Acc:MGI:1931148]"	"Nme4"
"978"	"ENSMUSG00000024190"	"dual specificity phosphatase 1 [Source:MGI Symbol;Acc:MGI:105120]"	"Dusp1"
"979"	"ENSMUSG00000024193"	"PHD finger protein 1 [Source:MGI Symbol;Acc:MGI:98647]"	"Phf1"
"980"	"ENSMUSG00000024222"	"FK506 binding protein 5 [Source:MGI Symbol;Acc:MGI:104670]"	"Fkbp5"
"981"	"ENSMUSG00000024232"	"BMP and activin membrane-bound inhibitor [Source:MGI Symbol;Acc:MGI:1915260]"	"Bambi"
